pdb,reactivity,0,pdbid,biological_unit,unit
1MUF,Low,reduced_1muf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1MUF,MONOMERIC,MONOMERIC
1N6A,Low,reduced_1n6a.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1N6A,MONOMERIC,MONOMERIC
1N6C,Low,reduced_1n6c.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1N6C,MONOMERIC,MONOMERIC
1XQH,Low,reduced_1xqh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1XQH,DIMERIC,DIMERIC
1XQH,Low,reduced_1xqh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1XQH,DIMERIC,DIMERIC
2F69,Low,reduced_2f69.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2F69,DIMERIC,DIMERIC
4UI9,Low,reduced_4ui9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 23-MERIC,4UI9,23-MERIC,MULTIMERIC
7QJ4,Low,,,,NA
3CBP,Low,reduced_3cbp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3CBP,DIMERIC,DIMERIC
5XAH,Low,reduced_5xah.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5XAH,MONOMERIC,MONOMERIC
7QJ9,Low,,,,NA
7MNW,Low,reduced_7mnw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7MNW,DIMERIC,DIMERIC
7VLK,Low,reduced_7vlk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DODECAMERIC,7VLK,DODECAMERIC,MULTIMERIC
7L70,Low,reduced_7l70.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DECAMERIC,7L70,DECAMERIC,MULTIMERIC
7EMF,Low,reduced_7emf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 27-MERIC,7EMF,27-MERIC,MULTIMERIC
6CWY,Low,reduced_6cwy.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6CWY,DIMERIC,DIMERIC
1Y8Q,Low,reduced_1y8q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1Y8Q,DIMERIC,DIMERIC
7KMF,Low,reduced_7kmf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DECAMERIC,7KMF,DECAMERIC,MULTIMERIC
7F64,Low,reduced_7f64.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DODECAMERIC,7F64,DODECAMERIC,MULTIMERIC
1Y8Q,Low,reduced_1y8q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1Y8Q,DIMERIC,DIMERIC
7TRC,Low,reduced_7trc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DECAMERIC,7TRC,DECAMERIC,MULTIMERIC
7V6Q,Low,reduced_7v6q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,7V6Q,TETRAMERIC,MULTIMERIC
7TQL,Low,reduced_7tql.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 38-MERIC,7TQL,38-MERIC,MULTIMERIC
7V6Q,Low,reduced_7v6q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,7V6Q,TETRAMERIC,MULTIMERIC
7QE7,Low,reduced_7qe7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 21-MERIC,7QE7,21-MERIC,MULTIMERIC
7Q4P,Low,reduced_7q4p.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,7Q4P,OCTAMERIC,MULTIMERIC
7QJ6,Low,,,,NA
5CCL,Low,reduced_5ccl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5CCL,MONOMERIC,MONOMERIC
4JDS,Low,,,,NA
5YLT,Low,reduced_5ylt.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5YLT,MONOMERIC,MONOMERIC
2R0N,Low,reduced_2r0n.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2R0N,MONOMERIC,MONOMERIC
3O2S,Low,reduced_3o2s.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3O2S,DIMERIC,DIMERIC
7SGL,Low,,,,NA
6ZLW,Low,reduced_6zlw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 36-MERIC,6ZLW,36-MERIC,MULTIMERIC
7NFE,Low,,,,NA
5YU7,Low,reduced_5yu7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5YU7,MONOMERIC,MONOMERIC
6CT2,Low,reduced_6ct2.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6CT2,MONOMERIC,MONOMERIC
6BA2,Low,reduced_6ba2.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6BA2,MONOMERIC,MONOMERIC
5WCI,Low,reduced_5wci.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5WCI,MONOMERIC,MONOMERIC
4DNC,Low,reduced_4dnc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4DNC,DIMERIC,DIMERIC
4DNC,Low,reduced_4dnc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4DNC,DIMERIC,DIMERIC
3TOA,Low,reduced_3toa.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3TOA,MONOMERIC,MONOMERIC
3QAH,Low,reduced_3qah.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3QAH,MONOMERIC,MONOMERIC
6P7Z,Low,reduced_6p7z.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6P7Z,MONOMERIC,MONOMERIC
5XXJ,Low,reduced_5xxj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5XXJ,MONOMERIC,MONOMERIC
7SU3,Low,,,,NA
5AYF,Low,reduced_5ayf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5AYF,MONOMERIC,MONOMERIC
1SIQ,Low,reduced_1siq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1SIQ,TETRAMERIC,MULTIMERIC
3D2N,Low,reduced_3d2n.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3D2N,MONOMERIC,MONOMERIC
3FVY,Low,reduced_3fvy.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3FVY,MONOMERIC,MONOMERIC
6TX2,Low,reduced_6tx2.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6TX2,MONOMERIC,MONOMERIC
3V70,Low,reduced_3v70.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3V70,MONOMERIC,MONOMERIC
2IWZ,Low,reduced_2iwz.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2IWZ,DIMERIC,DIMERIC
2C9H,Low,reduced_2c9h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2C9H,DIMERIC,DIMERIC
3LY5,Low,reduced_3ly5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3LY5,MONOMERIC,MONOMERIC
7QJ3,Low,,,,NA
3LY5,Low,reduced_3ly5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3LY5,MONOMERIC,MONOMERIC
3A98,Low,reduced_3a98.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3A98,DIMERIC,DIMERIC
3A98,Low,reduced_3a98.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3A98,DIMERIC,DIMERIC
7QJ2,Low,,,,NA
6UV3,Low,reduced_6uv3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6UV3,DIMERIC,DIMERIC
7QJ1,Low,,,,NA
5U6H,Low,reduced_5u6h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5U6H,MONOMERIC,MONOMERIC
7QJ0,Low,,,,NA
7NVL,Low,reduced_7nvl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTADECAMERIC,7NVL,OCTADECAMERIC,MULTIMERIC
7VDV,Low,reduced_7vdv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 24-MERIC,7VDV,24-MERIC,MULTIMERIC
2GRY,Low,reduced_2gry.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2GRY,MONOMERIC,MONOMERIC
4M7R,Low,reduced_4m7r.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4M7R,MONOMERIC,MONOMERIC
5XTE,Low,reduced_5xte.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 22-MERIC,5XTE,22-MERIC,MULTIMERIC
5MRA,Low,reduced_5mra.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5MRA,DIMERIC,DIMERIC
5MRA,Low,reduced_5mra.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5MRA,DIMERIC,DIMERIC
4USL,Low,reduced_4usl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4USL,DIMERIC,DIMERIC
4UPG,Low,reduced_4upg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4UPG,DIMERIC,DIMERIC
6IUR,Low,reduced_6iur.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,6IUR,TETRAMERIC,MULTIMERIC
6IUR,Low,reduced_6iur.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,6IUR,TETRAMERIC,MULTIMERIC
5W0W,Low,reduced_5w0w.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,5W0W,TRIMERIC,MULTIMERIC
5W0W,Low,reduced_5w0w.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,5W0W,TRIMERIC,MULTIMERIC
5W0W,Low,reduced_5w0w.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,5W0W,TRIMERIC,MULTIMERIC
5W0W,Low,reduced_5w0w.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,5W0W,TRIMERIC,MULTIMERIC
4I5L,Low,reduced_4i5l.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4I5L,TETRAMERIC,MULTIMERIC
4I5L,Low,reduced_4i5l.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4I5L,TETRAMERIC,MULTIMERIC
2PKG,Low,reduced_2pkg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2PKG,DIMERIC,DIMERIC
2PKG,Low,reduced_2pkg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2PKG,DIMERIC,DIMERIC
1PKX,Low,reduced_1pkx.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1PKX,DIMERIC,DIMERIC
2NYM,Low,reduced_2nym.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,2NYM,TETRAMERIC,MULTIMERIC
1PKX,Low,reduced_1pkx.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1PKX,DIMERIC,DIMERIC
5UZ0,Low,reduced_5uz0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5UZ0,DIMERIC,DIMERIC
5OA9,Low,reduced_5oa9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5OA9,MONOMERIC,MONOMERIC
5OA3,Low,,,,NA
4P7A,Low,,,,NA
3VJ9,Low,reduced_3vj9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3VJ9,MONOMERIC,MONOMERIC
3V66,Low,reduced_3v66.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3V66,MONOMERIC,MONOMERIC
2AEX,Low,reduced_2aex.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2AEX,DIMERIC,DIMERIC
2CW6,Low,reduced_2cw6.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2CW6,DIMERIC,DIMERIC
2CW6,Low,reduced_2cw6.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2CW6,DIMERIC,DIMERIC
2CW6,Low,reduced_2cw6.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2CW6,DIMERIC,DIMERIC
3FMO,Low,reduced_3fmo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3FMO,DIMERIC,DIMERIC
3FHC,Low,reduced_3fhc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3FHC,DIMERIC,DIMERIC
2OIT,Low,reduced_2oit.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2OIT,MONOMERIC,MONOMERIC
4IGG,Low,reduced_4igg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4IGG,DIMERIC,DIMERIC
1MKJ,Low,reduced_1mkj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1MKJ,MONOMERIC,MONOMERIC
2CQL,Low,reduced_2cql.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2CQL,MONOMERIC,MONOMERIC
5UZ0,Low,reduced_5uz0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5UZ0,DIMERIC,DIMERIC
5W2F,Low,reduced_5w2f.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5W2F,MONOMERIC,MONOMERIC
2NYM,Low,reduced_2nym.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,2NYM,TETRAMERIC,MULTIMERIC
1B3U,Low,reduced_1b3u.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1B3U,MONOMERIC,MONOMERIC
4YOC,Low,reduced_4yoc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4YOC,DIMERIC,DIMERIC
4WXX,Low,reduced_4wxx.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4WXX,MONOMERIC,MONOMERIC
4WXX,Low,reduced_4wxx.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4WXX,MONOMERIC,MONOMERIC
3SWR,Low,reduced_3swr.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3SWR,MONOMERIC,MONOMERIC
3PTA,Low,reduced_3pta.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3PTA,TRIMERIC,MULTIMERIC
1SGH,Low,reduced_1sgh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1SGH,DIMERIC,DIMERIC
1EF1,Low,reduced_1ef1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1EF1,TETRAMERIC,MULTIMERIC
1E5W,Low,reduced_1e5w.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1E5W,MONOMERIC,MONOMERIC
6R70,Low,reduced_6r70.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 28-MERIC,6R70,28-MERIC,MULTIMERIC
5VFO,Low,reduced_5vfo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 28-MERIC,5VFO,28-MERIC,MULTIMERIC
5LE5,Low,,,,NA
4R3O,Low,reduced_4r3o.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 28-MERIC,4R3O,28-MERIC,MULTIMERIC
5KQL,Low,reduced_5kql.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5KQL,MONOMERIC,MONOMERIC
5JNT,Low,reduced_5jnt.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5JNT,MONOMERIC,MONOMERIC
5JNS,Low,reduced_5jns.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5JNS,MONOMERIC,MONOMERIC
1WWT,Low,reduced_1wwt.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1WWT,MONOMERIC,MONOMERIC
2IE4,Low,reduced_2ie4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2IE4,DIMERIC,DIMERIC
2BBW,Low,reduced_2bbw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2BBW,MONOMERIC,MONOMERIC
1H9U,Low,reduced_1h9u.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,1H9U,OCTAMERIC,MULTIMERIC
1B3U,Low,reduced_1b3u.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1B3U,MONOMERIC,MONOMERIC
1HDO,Low,,,,NA
6IMQ,Low,reduced_6imq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6IMQ,DIMERIC,DIMERIC
6IMQ,Low,reduced_6imq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6IMQ,DIMERIC,DIMERIC
6RJB,Low,reduced_6rjb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6RJB,DIMERIC,DIMERIC
4KXV,Low,reduced_4kxv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4KXV,DIMERIC,DIMERIC
3OOY,Low,reduced_3ooy.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3OOY,DIMERIC,DIMERIC
3MOS,Low,reduced_3mos.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3MOS,DIMERIC,DIMERIC
4XWX,Low,,,,NA
2L1C,Low,reduced_2l1c.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2L1C,DIMERIC,DIMERIC
1SHC,Low,reduced_1shc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1SHC,DIMERIC,DIMERIC
1N3H,Low,reduced_1n3h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1N3H,MONOMERIC,MONOMERIC
6GIU,Low,reduced_6giu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6GIU,DIMERIC,DIMERIC
2HHM,Low,reduced_2hhm.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2HHM,DIMERIC,DIMERIC
1UHL,Low,reduced_1uhl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1UHL,TETRAMERIC,MULTIMERIC
2BBW,Low,reduced_2bbw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2BBW,MONOMERIC,MONOMERIC
4Z9A,Low,reduced_4z9a.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4Z9A,MONOMERIC,MONOMERIC
1BYG,Low,reduced_1byg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1BYG,MONOMERIC,MONOMERIC
3D7U,Low,reduced_3d7u.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3D7U,DIMERIC,DIMERIC
3L9Q,Low,reduced_3l9q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3L9Q,DIMERIC,DIMERIC
3L9Q,Low,reduced_3l9q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3L9Q,TETRAMERIC,MULTIMERIC
6RB4,Low,reduced_6rb4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6RB4,MONOMERIC,MONOMERIC
4RR2,Low,reduced_4rr2.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4RR2,DIMERIC,DIMERIC
4RR2,Low,reduced_4rr2.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4RR2,DIMERIC,DIMERIC
4MHQ,Low,reduced_4mhq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4MHQ,MONOMERIC,MONOMERIC
4LIK,Low,reduced_4lik.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4LIK,MONOMERIC,MONOMERIC
5KNN,Low,reduced_5knn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5KNN,MONOMERIC,MONOMERIC
5KNN,Low,reduced_5knn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5KNN,MONOMERIC,MONOMERIC
5KNN,Low,reduced_5knn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5KNN,MONOMERIC,MONOMERIC
5KNN,Low,reduced_5knn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5KNN,MONOMERIC,MONOMERIC
5KNN,Low,reduced_5knn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5KNN,MONOMERIC,MONOMERIC
5KNN,Low,reduced_5knn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5KNN,MONOMERIC,MONOMERIC
5KNN,Low,reduced_5knn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5KNN,MONOMERIC,MONOMERIC
5KNN,Low,reduced_5knn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5KNN,MONOMERIC,MONOMERIC
5F0Q,Low,reduced_5f0q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,5F0Q,TRIMERIC,MULTIMERIC
4XEM,Low,reduced_4xem.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4XEM,MONOMERIC,MONOMERIC
5F0Q,Low,reduced_5f0q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,5F0Q,TRIMERIC,MULTIMERIC
1X6H,Low,reduced_1x6h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1X6H,MONOMERIC,MONOMERIC
1R0E,Low,reduced_1r0e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1R0E,DIMERIC,DIMERIC
1Q5K,Low,reduced_1q5k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1Q5K,DIMERIC,DIMERIC
1Q41,Low,reduced_1q41.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1Q41,DIMERIC,DIMERIC
1O9U,Low,reduced_1o9u.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1O9U,TETRAMERIC,MULTIMERIC
1J1B,Low,reduced_1j1b.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1J1B,DIMERIC,DIMERIC
1H8F,Low,,,,NA
1GNG,Low,reduced_1gng.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1GNG,DIMERIC,DIMERIC
1GNG,Low,reduced_1gng.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1GNG,DIMERIC,DIMERIC
5CLL,Low,reduced_5cll.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5CLL,DIMERIC,DIMERIC
5CLL,Low,reduced_5cll.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5CLL,DIMERIC,DIMERIC
1RRP,Low,reduced_1rrp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1RRP,DIMERIC,DIMERIC
1RRP,Low,reduced_1rrp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1RRP,DIMERIC,DIMERIC
3HLK,Low,reduced_3hlk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3HLK,MONOMERIC,MONOMERIC
3HLK,Low,reduced_3hlk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3HLK,MONOMERIC,MONOMERIC
5M32,Low,reduced_5m32.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 42-MERIC,5M32,42-MERIC,MULTIMERIC
6DHW,Low,reduced_6dhw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6DHW,DIMERIC,DIMERIC
3D7U,Low,reduced_3d7u.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3D7U,DIMERIC,DIMERIC
6QB8,Low,reduced_6qb8.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXADECAMERIC,6QB8,HEXADECAMERIC,MULTIMERIC
6T41,Low,reduced_6t41.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6T41,DIMERIC,DIMERIC
1M61,Low,reduced_1m61.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1M61,MONOMERIC,MONOMERIC
1BI7,Low,reduced_1bi7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1BI7,TETRAMERIC,MULTIMERIC
